work_year,experience_level,employment_type,job_title,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size,salary
2023,SE,FT,Data Engineer,USD,304200,US,0,US,M,304200
2023,SE,FT,Machine Learning Engineer,USD,304000,US,100,US,M,304000
2024,SE,FT,Machine Learning Engineer,USD,303400,US,100,US,M,303400
2024,SE,FT,Machine Learning Engineer,USD,303400,US,0,US,M,303400
2024,SE,FT,Machine Learning Engineer,USD,303400,CA,100,CA,M,303400
2024,SE,FT,Machine Learning Engineer,USD,303400,US,100,US,M,303400
2024,SE,FT,Research Scientist,USD,303050,US,0,US,M,303050
2023,SE,FT,Research Scientist,USD,303050,US,0,US,M,303050
2023,SE,FT,Research Scientist,USD,303050,US,0,US,M,303050
2023,SE,FT,Research Scientist,USD,303050,US,0,US,M,303050
2024,SE,FT,Research Scientist,USD,302840,US,0,US,M,302840
2023,SE,FT,Machine Learning Software Engineer,USD,302000,US,0,US,M,302000
2023,SE,FT,Data Scientist,USD,300240,US,0,US,M,300240
2023,SE,FT,Data Scientist,USD,300240,US,0,US,M,300240
2023,SE,FT,Data Infrastructure Engineer,USD,300105,US,0,US,M,300105
2024,SE,FT,Machine Learning Infrastructure Engineer,USD,300000,US,0,US,M,300000
2024,EX,FT,Data Science,USD,300000,US,100,US,M,300000
2024,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2024,MI,FT,Research Scientist,USD,300000,US,0,US,M,300000
2024,EN,FT,Research Analyst,USD,300000,US,0,US,M,300000
2024,EN,FT,Research Analyst,USD,300000,US,0,US,M,300000
2024,EN,FT,Research Analyst,USD,300000,US,100,US,M,300000
2024,EX,FT,Data Science,USD,300000,US,100,US,M,300000
2024,EX,FT,Data Science,USD,300000,US,100,US,M,300000
2024,SE,FT,Research Engineer,USD,300000,GB,0,GB,M,300000
2024,EX,FT,Data Science,USD,300000,US,100,US,M,300000
2024,SE,FT,ML Engineer,USD,300000,US,0,US,M,300000
2024,SE,FT,Machine Learning Engineer,USD,300000,US,100,US,M,300000
2024,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2024,EX,FT,Data Science,USD,300000,US,100,US,M,300000
2024,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2024,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Research Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,100,US,M,300000
2023,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,100,US,M,300000
2023,MI,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,Research Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,Research Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Machine Learning Scientist,USD,300000,US,0,US,M,300000
2023,MI,FT,Analytics Engineer,GBP,369120,GB,0,GB,M,300000
2023,MI,FT,Research Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Research Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,ML Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,AI Engineer,GBP,369120,GB,0,GB,M,300000
2023,MI,FT,Data Analyst,GBP,369120,GB,0,GB,M,300000
2023,MI,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,AI Engineer,USD,300000,QA,100,QA,M,300000
2023,SE,FT,Data Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Scientist,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,MI,FT,Machine Learning Engineer,USD,300000,GB,0,GB,M,300000
2020,EX,FT,Managing Director Data Science,USD,300000,US,100,US,L,300000
2023,MI,FT,ML Engineer,USD,300000,AU,0,AU,M,300000
2023,SE,CT,Finance Data Analyst,EUR,323905,FR,100,US,M,300000
2023,MI,FT,Machine Learning Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2023,EX,FT,Data Scientist,USD,300000,US,0,US,M,300000
2022,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2022,SE,FT,Research Scientist,USD,300000,US,100,US,M,300000
2022,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2022,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2022,SE,FT,Data Engineer,USD,300000,US,0,US,M,300000
2022,SE,FT,Data Science Manager,USD,300000,US,100,US,M,300000
2020,EN,FT,AI Scientist,DKK,45896,DK,50,DK,S,300000
2024,SE,FT,Data Architect,USD,299792,US,0,US,M,299792
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,EX,FT,Data Scientist,USD,299500,US,100,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2022,SE,FT,Data Science Manager,USD,299500,US,0,US,M,299500
2023,SE,FT,Machine Learning Engineer,USD,299000,US,0,US,M,299000
2022,EX,FT,Data Engineer,USD,297500,US,100,US,M,297500
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Science Manager,USD,297300,US,100,US,M,297300
2023,SE,FT,Machine Learning Engineer,USD,297300,US,100,US,M,297300
2023,SE,FT,Machine Learning Engineer,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2023,SE,FT,ML Engineer,USD,297300,US,100,US,M,297300
2023,SE,FT,Machine Learning Engineer,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Science Manager,USD,297300,US,100,US,M,297300
2023,SE,FT,Data Scientist,USD,297300,US,100,US,M,297300
2024,SE,FT,Data Scientist,USD,297000,US,0,US,M,297000
2024,SE,FT,Data Scientist,USD,297000,US,0,US,M,297000
2024,SE,FT,Data Scientist,USD,297000,US,0,US,M,297000
2023,SE,FT,Data Scientist,USD,297000,US,0,US,M,297000
2023,SE,FT,Machine Learning Engineer,USD,297000,US,0,US,M,297000
2024,SE,FT,Data Scientist,USD,296980,US,0,US,M,296980
2023,MI,FT,Data Scientist,USD,296980,US,0,US,M,296980
2024,SE,FT,Machine Learning Engineer,USD,296400,US,0,US,M,296400
2023,SE,FT,Machine Learning Engineer,USD,296400,US,0,US,M,296400
2023,SE,FT,Machine Learning Engineer,USD,296400,US,0,US,M,296400
2023,SE,FT,Machine Learning Engineer,USD,296400,US,0,US,M,296400
2024,SE,FT,Data Scientist,USD,296100,US,0,US,M,296100
2023,SE,FT,Data Scientist,USD,296100,US,0,US,M,296100
2023,EX,FT,Machine Learning Engineer,USD,295500,US,100,US,M,295500
2024,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2023,SE,FT,Data Scientist,USD,295490,US,0,US,M,295490
2024,MI,FT,Research Engineer,USD,295000,US,0,US,M,295000
2024,MI,FT,Research Engineer,USD,295000,US,0,US,M,295000
2024,SE,FT,Data Engineer,USD,295000,US,0,US,M,295000
2024,MI,FT,Research Engineer,USD,295000,US,0,US,M,295000
2024,MI,FT,Research Engineer,USD,295000,US,0,US,M,295000
2024,MI,FT,Research Scientist,USD,295000,US,0,US,M,295000
2024,MI,FT,Research Engineer,USD,295000,US,0,US,M,295000
2024,SE,FT,Research Scientist,USD,295000,US,0,US,M,295000
2024,SE,FT,Research Engineer,USD,295000,US,0,US,M,295000
2023,SE,FT,Data Scientist,USD,295000,US,0,US,M,295000
2024,SE,FT,Data Scientist,USD,294000,US,0,US,M,294000
2023,SE,FT,Machine Learning Engineer,USD,294000,US,0,US,M,294000
2023,SE,FT,Research Scientist,USD,293000,US,0,US,M,293000
2023,SE,FT,Data Engineer,USD,293000,US,0,US,M,293000
2023,SE,FT,Research Engineer,USD,293000,US,0,US,M,293000
2023,SE,FT,Machine Learning Scientist,USD,292200,US,100,US,M,292200
2023,SE,FT,Machine Learning Scientist,USD,292000,US,100,US,M,292000
2024,EN,FT,Data Analyst,USD,291900,US,0,US,M,291900
2023,SE,FT,ML Engineer,USD,291500,US,0,US,M,291500
2023,SE,FT,Data Engineer,USD,291500,US,0,US,M,291500
2023,SE,FT,Data Engineer,USD,291500,US,0,US,M,291500
2023,SE,FT,Data Engineer,USD,290300,US,0,US,M,290300
2024,SE,FT,Research Scientist,USD,290000,US,0,US,M,290000
2024,EX,FT,Machine Learning Engineer,USD,290000,US,0,US,M,290000
2024,SE,FT,Machine Learning Engineer,USD,290000,US,0,US,M,290000
2024,SE,FT,Research Engineer,USD,290000,US,0,US,M,290000
2024,SE,FT,Applied Scientist,USD,290000,US,100,US,M,290000
2024,EX,FT,Head of Data,USD,290000,US,100,US,M,290000
2023,SE,FT,Data Scientist,USD,290000,US,0,US,M,290000
2023,SE,FT,ML Engineer,USD,290000,US,100,US,M,290000
2023,EX,FT,Head of Data,USD,290000,US,100,US,L,290000
2023,SE,FT,Data Engineer,USD,290000,US,100,US,M,290000
2023,SE,FT,Analytics Engineer,USD,289800,US,0,US,M,289800
2023,SE,FT,Analytics Engineer,USD,289800,GB,0,GB,M,289800
2023,SE,FT,Analytics Engineer,USD,289800,US,0,US,M,289800
2023,SE,FT,Analytics Engineer,USD,289800,US,0,US,M,289800
2023,SE,FT,Data Operations Engineer,USD,289120,US,0,US,M,289120
2023,SE,FT,Machine Learning Engineer,USD,289076,US,0,US,M,289076
2023,SE,FT,ML Engineer,USD,289076,US,0,US,M,289076
2024,SE,FT,AI Architect,USD,289000,US,100,US,L,289000
2024,EX,FT,Data Science,USD,288400,US,0,US,M,288400
2024,SE,FT,Data Science,USD,288400,US,0,US,M,288400
2023,SE,FT,Data Engineer,USD,288000,US,100,US,M,288000
2023,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M,288000
2023,SE,FT,Machine Learning Engineer,USD,288000,US,100,US,M,288000
2024,MI,FT,Data Science,USD,287800,US,0,US,M,287800
2024,MI,FT,Data Science,USD,287800,US,0,US,M,287800
2023,SE,FT,ML Engineer,USD,287700,US,0,US,L,287700
2024,SE,FT,Analytics Engineer,USD,287500,US,0,US,M,287500
2024,SE,FT,AI Engineer,USD,287500,US,0,US,M,287500
2023,SE,FT,Research Scientist,USD,287500,US,0,US,M,287500
2023,SE,FT,Data Scientist,USD,287500,US,0,US,M,287500
2023,SE,FT,Machine Learning Engineer,USD,287500,US,0,US,M,287500
2023,MI,FT,Machine Learning Engineer,USD,287500,AU,0,AU,M,287500
2023,MI,FT,Machine Learning Engineer,USD,287500,AU,0,AU,M,287500
2024,EX,FT,Data Science,USD,286500,US,0,US,M,286500
2024,SE,FT,Data Scientist,USD,286000,US,0,US,M,286000
2023,SE,FT,Data Engineer,USD,286000,US,0,US,M,286000
2023,EX,FT,Data Engineer,USD,286000,US,100,US,M,286000
2023,SE,FT,Data Scientist,USD,285800,US,0,US,M,285800
2023,SE,FT,Data Scientist,USD,285800,US,100,US,M,285800
2024,SE,FT,Data Scientist,USD,285670,US,100,US,M,285670
2024,SE,FT,Applied Scientist,USD,285200,US,100,US,M,285200
2024,SE,FT,AI Architect,USD,285000,US,0,US,M,285000
2023,MI,FT,Machine Learning Engineer,USD,285000,US,0,US,L,285000
2023,SE,FT,Data Scientist,USD,285000,US,100,US,M,285000
2023,SE,FT,Machine Learning Engineer,USD,285000,US,0,US,M,285000
2023,SE,FT,Data Engineer,USD,285000,US,0,US,M,285000
2023,SE,FT,Data Architect,USD,285000,US,100,US,M,285000
2023,SE,FT,Research Scientist,USD,285000,US,0,US,M,285000
2024,SE,FT,Data Scientist,CHF,323295,CH,50,CH,L,284500
2024,SE,FT,Machine Learning Engineer,USD,284400,US,0,US,M,284400
2024,SE,FT,Machine Learning Engineer,USD,284400,US,0,US,M,284400
2023,SE,FT,Data Engineer,USD,284310,US,0,US,M,284310
2023,SE,FT,Data Engineer,USD,284310,US,0,US,M,284310
2023,SE,FT,Machine Learning Engineer,USD,284310,US,0,US,M,284310
2023,SE,FT,Machine Learning Engineer,USD,284050,US,0,US,M,284050
2023,SE,FT,Machine Learning Engineer,USD,284000,US,100,US,M,284000
2023,EX,FT,Data Engineer,USD,284000,US,100,US,M,284000
2024,SE,FT,Data Engineer,USD,283800,US,100,US,M,283800
2024,SE,FT,Data Scientist,USD,283800,US,0,US,M,283800
2024,SE,FT,Data Scientist,USD,283800,US,0,US,M,283800
2024,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2024,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2024,SE,FT,Data Engineer,USD,283780,US,0,US,M,283780
2024,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2024,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Deep Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Data Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Data Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Deep Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2023,SE,FT,Machine Learning Engineer,USD,283780,US,0,US,M,283780
2024,SE,FT,Data Architect,USD,283500,US,0,US,M,283500
2023,SE,FT,Machine Learning Engineer,USD,283200,US,0,US,M,283200
2023,SE,FT,Machine Learning Engineer,USD,283200,US,0,US,M,283200
2023,SE,FT,Machine Learning Engineer,USD,283200,US,100,US,M,283200
2023,SE,FT,Research Scientist,USD,283050,US,0,US,M,283050
2023,SE,FT,Data Scientist,USD,283000,US,0,US,M,283000
2024,SE,FT,Robotics Software Engineer,USD,282000,US,0,US,M,282000
2024,SE,FT,Data Engineer,USD,282000,US,0,US,M,282000
2023,SE,FT,Data Engineer,USD,282000,US,0,US,M,282000
2023,SE,FT,Data Engineer,USD,282000,US,0,US,M,282000
2023,EN,FT,Applied Scientist,USD,281700,US,0,US,M,281700
2023,SE,FT,Data Scientist,USD,281000,CA,0,CA,M,281000
2023,SE,FT,Data Scientist,USD,281000,CA,0,CA,M,281000
2023,SE,FT,Research Engineer,USD,281000,US,0,US,M,281000
2023,SE,FT,Data Scientist,USD,281000,CA,0,CA,M,281000
2023,SE,FT,Data Scientist,USD,280889,US,0,US,M,280889
2023,SE,FT,Data Scientist,USD,280889,US,0,US,M,280889
2023,SE,FT,Data Scientist,USD,280830,CA,100,CA,M,280830
2023,MI,FT,Machine Learning Engineer,USD,280700,US,100,US,M,280700
2023,SE,FT,Data Engineer,USD,280600,US,0,US,M,280600
2023,SE,FT,Data Engineer,USD,280600,US,0,US,M,280600
2023,SE,FT,Data Architect,USD,280100,US,100,US,M,280100
2023,SE,FT,Data Architect,USD,280100,US,100,US,M,280100
2024,SE,FT,Research Scientist,USD,280000,US,0,US,M,280000
2024,SE,FT,Prompt Engineer,USD,280000,US,0,US,M,280000
2024,SE,FT,Research Engineer,USD,280000,US,0,US,M,280000
2024,MI,FT,MLOps Engineer,USD,280000,US,0,US,M,280000
2024,MI,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2024,MI,FT,Research Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2023,MI,FT,Data Science,USD,280000,US,0,US,M,280000
2023,SE,FT,Data Scientist,USD,280000,US,100,US,M,280000
2023,SE,FT,Data Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Data Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Data Analyst,USD,280000,US,0,US,M,280000
2023,SE,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Machine Learning Scientist,USD,280000,US,100,US,M,280000
2023,SE,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Machine Learning Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Data Analyst,USD,280000,US,0,US,M,280000
2023,MI,FT,Research Scientist,USD,280000,GB,50,GB,L,280000
2023,SE,FT,Computer Vision Engineer,USD,280000,US,0,US,M,280000
2023,SE,FT,Computer Vision Engineer,USD,280000,US,0,US,M,280000
2024,SE,FT,Data Scientist,USD,279000,US,100,US,M,279000
2024,SE,FT,Data Architect,USD,278800,US,0,US,M,278800
2024,SE,FT,Machine Learning Engineer,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Data Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2024,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Data Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Data Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Data Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Research Scientist,USD,278700,US,0,US,M,278700
2023,SE,FT,Data Engineer,USD,278300,US,0,US,M,278300
2023,SE,FT,Machine Learning Engineer,USD,278000,US,0,US,M,278000
2023,SE,FT,Data Scientist,USD,277500,US,0,US,M,277500
2023,SE,FT,Data Scientist,USD,277300,GB,0,GB,M,277300
2024,SE,FT,Data Engineer,USD,277000,US,0,US,M,277000
2024,SE,FT,Data Engineer,USD,277000,US,0,US,M,277000
2024,SE,FT,Machine Learning Scientist,USD,277000,US,0,US,M,277000
2024,SE,FT,Data Engineer,USD,277000,US,0,US,M,277000
2023,SE,FT,Data Scientist,USD,277000,US,0,US,M,277000
2024,SE,FT,AI Engineer,USD,276000,US,0,US,M,276000
2024,SE,FT,Data Engineer,USD,276000,US,0,US,M,276000
2024,SE,FT,Data Architect,USD,276000,US,0,US,M,276000
2024,SE,FT,Data Architect,USD,276000,US,0,US,M,276000
2024,MI,FT,Data Science,USD,276000,US,0,US,M,276000
2024,SE,FT,Data Science,USD,276000,US,0,US,M,276000
2023,SE,FT,ML Engineer,USD,276000,US,0,US,M,276000
2023,SE,FT,ML Engineer,USD,276000,US,0,US,M,276000
2023,SE,FT,ML Engineer,USD,276000,US,0,US,M,276000
2023,SE,FT,Machine Learning Engineer,USD,276000,US,0,US,M,276000
2023,SE,FT,Data Engineer,USD,276000,US,100,US,M,276000
2023,SE,FT,Machine Learning Engineer,USD,276000,US,0,US,M,276000
2021,SE,FT,Lead Data Engineer,USD,276000,US,0,US,L,276000
2023,SE,FT,Data Scientist,USD,275500,US,0,US,M,275500
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,ML Engineer,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Engineer,USD,275300,US,100,US,M,275300
2023,SE,FT,Analytics Engineer,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Analytics Engineer,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2023,SE,FT,Data Scientist,USD,275300,US,100,US,M,275300
2024,SE,FT,Data Engineer,USD,275000,US,100,US,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,ML Engineer,USD,275000,DE,0,DE,M,275000
2023,SE,FT,ML Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Data Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Research Scientist,USD,275000,US,0,US,M,275000
2023,MI,FT,Data Engineer,USD,275000,CA,0,CA,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,US,0,US,M,275000
2023,MI,FT,Research Scientist,USD,275000,US,0,US,M,275000
2023,MI,FT,Research Scientist,USD,275000,US,0,US,M,275000
2023,SE,FT,Research Engineer,USD,275000,DE,0,DE,M,275000
2022,SE,FT,AI Developer,USD,275000,CA,0,CA,S,275000
2023,SE,FT,Data Engineer,USD,275000,US,0,US,M,275000
2023,SE,FT,Machine Learning Engineer,USD,275000,DE,0,DE,M,275000
2023,SE,FT,NLP Engineer,USD,275000,US,0,US,M,275000
2022,SE,FT,Data Engineer,USD,275000,US,100,US,M,275000
2024,SE,FT,Data Engineer,CAD,211511,CA,0,CA,M,274965
2023,SE,FT,Data Architect,USD,274450,US,0,US,M,274450
2024,SE,FT,Machine Learning Engineer,USD,274000,US,100,US,M,274000
2024,SE,FT,Data Scientist,USD,273500,US,0,US,M,273500
2023,SE,FT,Data Scientist,USD,273500,US,0,US,M,273500
2023,SE,FT,Machine Learning Engineer,USD,273400,US,0,US,M,273400
2023,SE,FT,Research Scientist,USD,273400,US,0,US,M,273400
2023,SE,FT,Machine Learning Engineer,USD,273400,US,100,US,M,273400
2023,SE,FT,Machine Learning Engineer,USD,273400,US,0,US,M,273400
2023,SE,FT,Research Engineer,USD,273000,US,0,US,M,273000
2024,SE,FT,Analytics Engineer,USD,272700,US,0,US,M,272700
2023,SE,FT,Data Scientist,USD,272550,US,0,US,M,272550
2022,SE,FT,Data Scientist,USD,272550,US,100,US,M,272550
2024,SE,FT,Data Scientist,USD,272400,US,0,US,M,272400
2023,SE,FT,Data Scientist,USD,272400,US,0,US,M,272400
2023,EX,FT,Data Science Manager,USD,272400,US,0,US,L,272400
2023,SE,FT,Data Science Manager,USD,272400,US,0,US,L,272400
2023,SE,FT,Data Scientist,USD,272300,US,0,US,M,272300
2023,SE,FT,Data Scientist,USD,272290,US,100,US,M,272290
2023,SE,FT,Data Science Lead,USD,272000,US,0,US,M,272000
2023,SE,FT,Machine Learning Software Engineer,USD,272000,US,0,US,M,272000
2023,SE,FT,Data Engineer,USD,270703,US,0,US,M,270703
2024,SE,FT,Machine Learning Engineer,USD,270400,US,0,US,M,270400
2024,MI,FT,Data Engineer,USD,270250,US,0,US,M,270250
2024,SE,FT,Data Engineer,USD,270250,US,0,US,M,270250
2024,SE,FT,Data Science,USD,270250,US,0,US,M,270250
2023,SE,FT,Data Science,USD,270250,US,0,US,M,270250
2024,SE,FT,Machine Learning Engineer,USD,270000,US,0,US,M,270000
2024,SE,FT,Machine Learning Engineer,USD,270000,US,0,US,M,270000
2024,SE,FT,Data Engineer,USD,270000,AU,0,AU,M,270000
2024,SE,FT,Research Engineer,USD,270000,US,0,US,M,270000
2023,SE,FT,ML Engineer,USD,270000,US,100,US,M,270000
2023,MI,FT,Research Scientist,USD,270000,US,0,US,L,270000
2023,EX,FT,Head of Data,USD,270000,US,100,US,M,270000
2023,SE,FT,ML Engineer,USD,270000,US,100,US,M,270000
2023,SE,FT,Data Scientist,USD,270000,US,0,US,M,270000
2023,MI,FT,Data Science Manager,USD,270000,US,100,US,M,270000
